5 5066753 17817.72771708 4.959226e-05 2.81127801656115e-06 0.9999307 4.41589175592051e-05 1000000 0 0.0002667992 8.25098272934807e-07 0 0 0 0 999117.7 3033.47391780447 4995588 15165.1698308987 0 0 0 0 60860.6 187.504773272576 468.5 26.3941281348712 9385896 6041.36276017258 9447225 5845.80747202643 0.001308398 5.25826549348736e-06 0 0 58880.5 168.220242539357 0.0002917144 1.15574990374215e-06 
10 10746520 25991.914127282 0.0006180316 1.05595975415732e-05 0.99992 2.46333107803247e-05 1000000 0 0.0003384255 1.58641326582956e-06 0.06 0.18 0 0 1000379.9 2084.42267546676 10003799 20844.2267546676 0 0 0 0 120587.9 250.432605704609 4685.4 76.6866350806971 7455989 8672.34160996902 7581261 8435.98298955137 0.00171854 5.7591370881409e-06 0.1 0.268328157299975 116507 265.922545114174 0.0003938583 2.01197674191328e-06 
15 18315660 99641.6699980485 0.003696248 7.5510959310553e-05 0.9999184 2.70229532064885e-05 1000000 0 0.0006315358 8.19469419563659e-06 0.01999997 0.0426874100618449 0 0 1000054.7 3520.49434170828 15000810 52791.9207833926 0 0 0 0 174043.9 512.468233161822 18988.1 273.749684931326 4944735 32412.1746416374 5137767 31696.8777799959 0.002792381 3.08389634877698e-05 0.05333328 0.049888661816064 167954.4 472.855622785645 0.0007943354 1.21735702339125e-05 
20 31982160 1004462.14184508 0.0439371 0.00689884059868033 0.9949137 0.0149865891052634 1000000 0 0.003779943 0.000523678322867197 0.455 0.488082984747471 0 0 995185.7 14769.6240646132 19903700 295374.135631406 0.00459067 0.01377201 3.825 1.28418261941205 168356.3 5060.81977647891 52959.3 2002.29388702058 1024132.2 252612.47667358 1245448 255663.431127723 0.012224176 0.00165214491591507 5.62 14.8071806904623 159104.1 5382.24212480264 0.007180478 0.00117451254577207 
25 36315420 59163.8707320608 0.134909 0.000404970616218015 0.999909 2.40208242989404e-05 1000000 0 0.01523915 0.000130063617126389 1.92 0.323481065906492 0 0 995658 1549.44047965709 24891460 38723.2539954999 0 0 50.204 3.45584490392726 108374.4 575.441430555708 49037.1 103.707714274301 206074.2 903.390701745374 363485.7 1210.56284843043 0.02559403 7.03153902072656e-05 5.348 0.776669814013651 93639.5 520.801545696631 0.0460174 0.000667725055692835 
30 37922440 85446.664065954 0.143409 0.000601052410360361 0.9999277 1.6161992451419e-05 1000000 0 0.02844543 0.000213615776804992 2.863334 0.237322434219776 0 0 994315 1392.71497442944 29829460 41793.9756424296 0 0 55.65999 5.01556992224214 84021.2 436.69527132773 39009.9 309.714206971524 148985.2 902.026806697007 272016.3 1465.17173396159 0.02228875 6.46641979769327e-05 13.45668 2.00327499649948 64413.6 562.491991054095 0.1087934 0.00263972370523887 
35 40063750 71972.9984091256 0.1348875 0.00110793196993317 0.9999124 1.63352379841983e-05 1000000 0 0.04566251 0.000427710980569824 3.437143 0.183857968717703 0 0 993490.7 1154.93610645784 34772160 40437.0671537885 0 0 42.96573 4.06700519818945 67708.6 594.829252811258 29650 337.809117698146 122450.5 725.443622895673 219809.1 1191.50782204734 0.01819224 0.000124673270591575 28.80286 5.39951392982739 43835.4 569.098093477741 0.2178519 0.00616502672256982 
40 42780770 48765.4396063442 0.1140468 0.00132847377091157 0.9998958 2.56312309497542e-05 1000000 0 0.06955986 0.00107140017845808 3.9175 0.167350679711796 0 0 994245.3 1324.99064525 39769830 52996.2272242091 0 0 25.885 3.37461479283192 55104.5 521.180630875707 20854.1 358.165450595113 106885.9 475.162382770354 182844.5 1095.44869802287 0.01419598 0.000123765623660207 49.4225 6.88688472750924 28292.9 579.220588377174 0.4111059 0.0121280069875475 
45 46129340 75854.1257941847 0.08702736 0.00137328395694408 0.9998521 3.12104149283511e-05 1000000 0 0.10246499 0.00241852102345628 4.435555 0.147137862649285 0 0 991449.2 1158.65515145793 44615230 52147.3498847257 0 0 11.748893 1.98326764935069 45242.2 470.954732431897 13489.3 280.824162065874 96257.5 443.131865250063 154989 938.27448009631 0.01079994 0.000110627566184925 97.89774 12.5418952723422 17224.4 415.937783809069 0.7305375 0.0510110575017809 
50 49884750 109844.492351688 0.05763941 0.000974758357183974 0.9997827 4.27739406648337e-05 1000000 0 0.1470556 0.00334192427203251 4.626 0.0657571288910943 0 0 985186.6 1958.89873143049 49259330 97953.7446961575 0 0 4.712 1.1196499452954 36793.6 325.611486283884 7627.6 171.77438691493 87899.7 555.758589677209 132320.9 829.922219247081 0.008033623 6.72539633107225e-05 170.084 18.320036681186 9283.1 204.259369430144 1.176045 0.0771016159687979 
55 54129530 136782.184878002 0.03005397 0.00143630023327297 0.999743 4.21283752356859e-05 1000000 0 0.2009525 0.00279874197631722 4.821818 0.0859747686010261 0 0 980617.7 2543.78159636396 53933980 139918.146071194 4.551196e-05 7.58842948888266e-05 1.2890917 0.507560326002545 29601.3 338.841570649175 3411.6 185.302023734227 80468.1 330.050132555647 113481 777.861555805402 0.005888856 7.8102042764578e-05 234.5802 20.2312004626517 3816.5 202.202497511777 1.625215 0.0525777801452287 
60 58481490 126533.382551799 0.007100641 0.000641215163957466 0.9999219 2.72853440513342e-05 1000000 0 0.2492737 0.00184600764082925 4.966667 0.025819243617891 0 0 973975.8 2136.53564444874 58438530 128193.260743301 0 0 0.4033334 0.192757780070844 24685.7 428.939634447553 698 64.5910210478206 72897.9 437.352592309683 98281.6 236.910616055929 0.004448757 7.90218043390558e-05 318.4483 22.9771492881515 603.3 61.3352264200598 1.870462 0.125999891253921 
65 59050100 58046.1368223588 0.004156034 0.000357693451021961 0.9845904 7.81280999386533e-06 1000000 0 0.266197 0.00276951566162751 4.864614 0.0264691224637311 0 0 908014.4 917.586094053305 59020940 59633.9366468456 0.01645177 0.000717582860790307 0.3569231 0.197834373617655 24615.4 861.16969291772 380.2 33.1897574561792 66476.5 942.639087880404 91472.1 142.653741626359 0.00428989 0.000148540758985539 913.1401 13.17918439396 268.4 28.8970586738512 4.145397 0.105599275854525 
70 59155700 52719.0098541314 0.003587435 0.000195872755188158 0.974265 0.00856900149375642 1000000 0 0.2799547 0.00653812835680059 4.79857 0.0569463407077223 0 0 844790.6 767.816410348203 59135350 53753.4417502731 0.07390241 0.000857285149119008 0.2842858 0.0793981149219552 24870.1 975.282261706835 307.6 16.4085343647749 60575.1 1229.42079452074 85752.8 715.624175108695 0.004267312 0.000165868146055835 985.27 0.62789616976057 179.6 32.0349808802815 6.070977 0.251573685112334 
