#1 Nodes,                 #2 AvgThroughput,               #4 totalCol, 
  #6 fractOfCol             #8 AvgTimeBetSxTx				#10 JFI
1 25283900 0 0 0 0 0 0.000324001 0 1 0 
2 28444375 43.3012701892219 0 0 0 0 0.0005760001 6.24499799849673e-10 1 0 
3 29681010 144.56832294801 4.967957e-06 7.9800854466347e-06 0.9 1.4456832294801 0.0008280034 3.86522961801893e-09 1 0 
4 30340585 127.573508221731 6.2099815e-06 6.88892458764812e-06 1.15 1.27573508221731 0.001080005 5.91607978306448e-09 1 0 
5 30750340 324.653661614959 2.0779325e-05 1.61521794018292e-05 3.9 3.03150127824482 0.0013320155 1.16081867662436e-08 1 0 
6 31029730 226.053091109146 3.1152105e-05 1.34508212299277e-05 5.9 2.5475478405714 0.001584024 1.24096736459958e-08 1 0 
7 31231355 1278.8569114643 0.00010386151 7.37472283897022e-05 18.5 13.9982141718149 0.001835776 4.35481342883958e-07 1 0 
8 31379920 5507.23160943863 0.000417098025 0.00032359716448762 77.25 60.9630010744222 0.0020851375 3.26407701349097e-06 0.99999995 2.17944947183301e-07 
9 25562430 38640.3040878304 0.30461785 0.00172292484673592 65013.35 434.527821318728 9.562004e-07 3.28325675804589e-07 0.99987995 5.91603541233471e-05 
10 24246175 39127.9296027786 0.36751965 0.00166254721060786 80926.1 463.836274993666 9.620058e-07 2.29874046998046e-07 0.99984485 7.18716042676305e-05 
11 23217560 32586.8286275299 0.41486575 0.00136471425122624 93563.85 371.597265194458 1.0772575e-06 2.07531067090568e-07 0.99973625 0.000198123414820157 
12 22360135 39298.107778874 0.4529281 0.00157030885178681 104161.05 462.666994176157 1.25863205e-06 2.41915277953765e-07 0.99980155 6.13542785793992e-05 
13 21587510 25787.8634244871 0.48606735 0.00102764683987253 113757.95 302.394522933204 1.3454065e-06 2.02917748417308e-07 0.99978615 8.69662434511241e-05 
14 20909560 29894.9226458273 0.51433925 0.00109656905277324 122207.35 354.09889508441 1.6459965e-06 3.02633604434058e-07 0.9997339 8.35517205089025e-05 
